Fighter,Wins,Losses,KOs,KO_Losses,First_KO_Loss_Date,Post_KO_Win_%
Maciej Sulecki,0,1,0,0,,
Norbelto Jimenez,0,1,0,0,,
Mike Lee,0,1,0,1,2019-07-20,0.0
Guillaume Frenois,0,1,0,0,,
ArAr Andales,0,1,0,0,,
Francisco De Vaca,0,1,0,1,2019-08-17,0.0
Jonathan Gonzalez,3,1,0,1,2019-08-24,75.0
Anthony Yarde,0,2,0,1,2019-08-24,0.0
Wilfredo Mendez,3,1,1,0,,
Dewayne Beamon,0,1,0,1,2019-08-24,0.0
Ramon Alvarez,0,1,0,1,2019-08-31,0.0
Samuel Salva,0,1,0,0,,
Juan Miguel Elorde,0,1,0,1,2019-09-14,0.0
Patrick Allotey,0,1,0,1,2019-09-14,0.0
Mario Barrios,2,1,1,0,,
Batyr Akhmedov,0,1,0,0,,
Tetsuya Hisada,0,2,0,0,,
Sofiane Takoucht,0,1,0,1,2019-10-12,0.0
Lenin Castillo,0,1,0,0,,
Edward Heno,0,1,0,0,,
Shakur Stevenson,4,0,0,0,,
Joet Gonzalez,0,2,0,0,,
Axel Aragon Vega,0,2,0,1,2021-03-13,0.0
Takuma Inoue,1,1,0,0,,
Devin Haney,7,0,0,0,,
Alfredo Santiago,0,1,0,0,,
Lamont Roach,0,1,0,0,,
Marcelo Esteban Coceres,0,1,0,1,2019-11-09,0.0
Arsen Goulamirian,3,0,1,0,,
Kane Watts,0,1,0,1,2019-11-15,0.0
Manny Robles III,0,1,0,0,,
Rene Alvarado,1,2,0,0,,
Miguel Flores,0,1,0,0,,
John Ryder,0,2,0,0,,
Francisco Horta,0,1,0,1,2019-12-07,0.0
Miguel Gonzalez,0,1,0,1,2019-12-07,0.0
Teofimo Lopez,3,1,1,0,,
Egidijus Kavaliauskas,0,1,0,1,2019-12-14,0.0
Julio Cesar Martinez,6,0,3,0,,
Steven Butler,0,2,0,2,2019-12-23,0.0
Constantin Bejenaru,0,1,0,0,,
Wulan Tuolehazi,0,1,0,1,2019-12-31,0.0
Jeyvier Cintron,0,1,0,0,,
Jeison Rosario,1,1,1,1,2020-09-26,0.0
Luke Keeler,0,1,0,1,2020-01-30,0.0
Murodjon Akhmadaliev,4,1,1,0,,
Michal Cieslak,0,2,0,0,,
Tugstsogt Nyambayar,0,1,0,0,,
Josber Perez,0,1,0,0,,
Jeo Santisima,0,1,0,1,2020-02-22,0.0
Jay Harris,0,1,0,0,,
Norihito Tanaka,0,3,0,0,,
Joshua Franco,2,1,0,0,,
Andrew Moloney,0,3,0,1,2023-05-20,0.0
Angelo Leo,1,1,0,0,,
Tramaine Williams,0,1,0,0,,
Greg Vendetti,0,1,0,0,,
Abel Ramos,0,1,0,0,,
Duke Micah,0,1,0,1,2020-09-26,0.0
Brandon Figueroa,2,1,2,0,,
Damien Vazquez,0,1,0,1,2020-09-26,0.0
Aaron Alameda,0,1,0,0,,
Apinun Khongsong,0,1,0,1,2020-09-26,0.0
Ruben Villa,0,1,0,0,,
Ryan Karl,0,1,0,1,2020-10-31,0.0
Junto Nakatani,4,0,3,0,,
Giemel Magramo,0,1,0,1,2020-11-06,0.0
Panya Pradabsri,5,0,0,0,,
Kamil Szeremeta,0,1,0,0,,
Olanrewaju Durodola,0,1,0,1,2020-12-19,0.0
Roger Gutierrez,2,1,0,0,,
Stephen Fulton,3,0,0,0,,
Trevor Bryan,2,1,1,1,2022-06-11,0.0
Patrick Teixeira,0,1,0,0,,
Robert Paradero,0,2,0,0,,
Rene Mark Cuarto,2,1,0,0,,
Lawrence Okolie,4,1,2,0,,
Adam Deines,0,1,0,1,2021-03-20,0.0
Maxim Vlasov,0,1,0,0,,
Jonathan Javier Rodriguez,0,1,0,0,,
Liam Williams,0,1,0,0,,
Sunny Edwards,5,0,0,0,,
Craig Richards,0,1,0,0,,
Thomas Lamanna,0,1,0,1,2021-05-01,0.0
Esteban Bermudez,1,1,1,0,,
Michael Dasmarinas,0,1,0,1,2021-06-19,0.0
Juan Macias Montiel,0,1,0,0,,
Joel Cordova,0,1,0,1,2021-06-26,0.0
David Morrell,5,0,3,0,,
Mario Abel Cazares,0,1,0,1,2021-06-27,0.0
Ryad Merhy,1,0,1,0,,
Zhaoxin Zhang,0,1,0,1,2021-07-17,0.0
Leigh Wood,3,1,0,0,,
Robson Conceicao,0,2,0,0,,
Masamichi Yabuki,1,1,0,1,2022-03-19,0.0
Dilan Prasovic,0,1,0,1,2021-09-25,0.0
Siridech Deebook,0,1,0,0,,
Artur Mann,0,1,0,0,,
Oscar Rivas,1,0,0,0,,
Ryan Rozicki,0,1,0,0,,
Radzhab Butaev,1,1,0,0,,
Jamal James,0,1,0,0,,
Danai Ngiabphukhiaw,0,1,0,0,,
Jason Quigley,0,1,0,0,,
Jose Velasquez,0,1,0,0,,
George Kambosos Jr,1,2,0,0,,
Kenichi Ogawa,1,1,0,1,2022-06-04,0.0
Azinga Fuzile,0,1,0,0,,
Isaac Cruz,0,1,0,0,,
Reymart Gaballo,0,1,0,1,2021-12-11,0.0
Jayson Mama,0,1,0,0,,
Umar Salamov,0,1,0,0,,
Aran Dipaen,0,1,0,0,,
Marcus Browne,0,1,0,1,2021-12-17,0.0
Alantez Fox,0,1,0,0,,
Erick Rosa,1,0,0,0,,
Ryoji Fukunaga,0,1,0,0,,
Steve Geffrard,0,1,0,1,2022-01-15,0.0
Mark Magsayo,1,1,0,0,,
Jonathan Guidry,0,1,0,0,,
Jesse Rodriguez,4,0,0,0,,
Jack Catterall,0,1,0,0,,
Michael Conlan,0,2,0,0,,
Ryota Yamauchi,0,1,0,0,,
Eimantas Stanionis,1,0,0,0,,
Kai Ishizawa,0,1,0,0,,
Dillian Whyte,0,1,0,0,,
Rolando Romero,1,1,0,0,,
Gary O'Sullivan,0,1,0,0,,
Joe Cordina,2,0,1,0,,
Kalvin Henderson,0,1,0,0,,
Daniel Dubois,2,0,1,0,,
Daniel Valladares,1,0,0,0,,
Jai Opetaia,1,0,0,0,,
Eduardo Baez,0,1,0,1,2022-08-20,0.0
Hector Luis Garcia,1,1,0,0,,
Alberto Puello,1,0,0,0,,
Botirzhon Akhmedov,0,1,0,0,,
Sivenathi Nontshinga,1,0,0,0,,
Hector Flores Calixto,0,1,0,0,,
Argi Cortes,0,1,0,0,,
Shokichi Iwata,0,1,0,0,,
Shavkatdzhon Rakhimov,1,1,0,0,,
Zelfa Barrett,0,1,0,0,,
Aidos Yerbossynuly,0,1,0,1,2022-11-05,0.0
Zhanibek Alimkhanuly,2,0,1,0,,
Denzel Bentley,0,1,0,0,,
Aleksei Egorov,0,1,0,0,,
Samuel Carmona,0,1,0,0,,
Kevin Lerena,0,1,0,0,,
Derek Chisora,0,1,0,0,,
Luis Alberto Lopez,2,0,0,0,,
David Jimenez,0,1,0,0,,
Liam Wilson,0,1,0,0,,
O'Shaquie Foster,1,0,0,0,,
Mauricio Lara,1,1,0,0,,
Subriel Matias,1,0,0,0,,
Jeremias Ponce,0,1,0,0,,
David Light,0,1,0,0,,
Robeisy Ramirez,1,0,0,0,,
Cristian Gonzalez Hernandez,0,1,0,0,,
Anthony Olascuaga,0,1,0,0,,
Yamaguchi Falcao,0,1,0,1,2023-04-22,0.0
Lukasz Rozanski,1,0,0,0,,
Alen Babic,0,1,0,0,,
Chris Billam-Smith,1,0,0,0,,
Danielito Zorrilla,0,1,0,0,,
Vincent Astrolabio,0,1,0,0,,
Ronal Batista,0,1,0,0,,
Andres Campos,0,1,0,0,,
Oscar Collazo,1,0,0,0,,
