Fighter,Wins,Losses,KOs,KO_Losses,First_KO_Loss_Date,Post_KO_Win_%
Joe Constantino,0,1,0,0,,
Shunichi Nakajima,0,1,0,1,1990-06-30,0.0
Tyrone Frazier,0,1,0,0,,
Aaron Davis,1,2,1,0,,
Craig Bodzianowski,0,1,0,0,,
Carl Sullivan,0,1,0,1,1990-07-19,0.0
Paul Whittaker,0,1,0,1,1990-07-20,0.0
Jung Keun Lim,0,1,0,1,1990-07-23,0.0
Massimiliano Duran,2,2,0,2,1991-07-20,0.0
Michael Carbajal,15,3,10,0,,
Husni Ray,0,1,0,0,,
Tony Baltazar,0,2,0,1,1993-03-22,0.0
Eddie Rangel,0,1,0,1,1990-08-14,0.0
Loreto Garza,2,1,0,1,1991-06-14,0.0
Ki Joon Lee,0,1,0,1,1990-08-18,0.0
Wilfredo Vargas,0,3,0,3,1990-08-18,0.0
Jorge Rivera,0,1,0,1,1990-08-25,0.0
Nika Khumalo,0,2,0,0,,
Richard Clarke,0,1,0,1,1990-09-07,0.0
Dingaan Thobela,5,5,1,1,2001-11-30,0.0
Gerardo Lopez,0,1,0,1,1990-09-29,0.0
Frankie Mitchell,0,2,0,1,1992-08-01,0.0
Javier Marquez,0,1,0,1,1990-09-30,0.0
Vuyani Nene,0,1,0,0,,
Sergio Daniel Merani,0,2,0,0,,
Chris Pyatt,3,2,2,1,1994-05-11,0.0
Ricardo Lopez,25,0,19,0,,
Armando Velasco,0,1,0,0,,
Pedro Decima,1,1,1,1,1991-02-03,0.0
Chris Eubank,17,5,5,0,,
Dan Morgan,0,2,0,2,1990-11-23,0.0
Thanomsak Sithbaobay,0,3,0,0,,
Anaclet Wamba,7,1,3,0,,
Leon Salazar,0,1,0,1,1990-12-08,0.0
Kyung Duk Ahn,0,1,0,1,1990-12-08,0.0
Ernesto Ford,0,2,0,2,1990-12-09,0.0
Danny Stonewalker,0,1,0,1,1990-12-15,0.0
Mauro Galvano,3,2,0,0,,
Dario Walter Matteoni,0,1,0,0,,
Candelario Carmona,0,1,0,1,1990-12-17,0.0
Rolando Pascua,1,2,1,2,1991-03-25,0.0
Mike Peak,0,1,0,0,,
Ray Mercer,2,1,2,1,2002-06-29,0.0
Mwehu Beya,0,1,0,0,,
Guy Waters,0,3,0,1,1998-06-05,0.0
Visan Thummong,0,1,0,1,1991-01-20,0.0
Armando Juan Reyes,0,1,0,1,1991-01-26,0.0
Choi Hi-yong,7,2,2,0,,
Tyrone Booze,2,2,1,0,,
Macario Santos,0,1,0,1,1991-02-17,0.0
Dan Sherry,0,1,0,0,,
Gilbert Dele,2,3,1,1,1991-10-01,0.0
Carlos Elliott,0,1,0,1,1991-02-23,0.0
Antoine Byrd,0,3,0,2,1995-03-18,0.0
Ron Amundsen,0,1,0,0,,
Javier Varguez,0,2,0,1,1994-11-12,0.0
John Duplessis,0,1,0,1,1991-03-18,0.0
Melchor Cob Castro,2,6,1,1,2004-04-24,0.0
Park Yong-kyun,9,2,4,0,,
Victor Cordoba,2,2,2,0,,
Je Suk Park,0,1,0,1,1991-04-07,0.0
Rafael Zuniga,0,1,0,1,1991-04-11,0.0
Gary Stretch,0,1,0,1,1991-04-18,0.0
Carlos Uribe,0,1,0,0,,
Kajkong Danphuthai,0,1,0,1,1991-04-28,0.0
Leeonzer Barber,5,1,1,0,,
Hector Luis Patri,0,1,0,0,,
James Toney,11,1,4,0,,
Pedro Jose Feliciano,0,1,0,0,,
Racheed Lawal,0,1,0,0,,
Kimio Hirano,0,1,0,1,1991-05-19,0.0
Victor Rabanales,2,3,1,0,,
Jesse Benavides,2,4,1,1,1996-05-04,0.0
Joao Cardoso,0,1,0,1,1991-05-30,0.0
Joey Jacobs,0,1,0,1,1991-06-01,0.0
Luis Garcia,0,3,0,1,1993-08-06,0.0
Alfred Rangel,0,1,0,1,1991-06-03,0.0
Masuaki Takeda,0,2,0,1,1991-06-15,0.0
Fernando Ramos,0,2,0,1,1991-08-30,0.0
Sugar Ray Mike,0,1,0,0,,
Akeem Anifowoshe,0,1,0,0,,
Joey Gamache,2,2,2,2,1992-10-24,0.0
Jerry Ngobeni,0,1,0,1,1991-06-28,0.0
Reggie Johnson,7,5,2,0,,
Glenn Wolfe,0,2,0,0,,
David Griman,3,2,1,0,,
Poli Diaz,0,1,0,0,,
Manuel Medina,10,11,1,4,1996-08-31,36.36363636363637
Ricardo Cepeda,0,2,0,1,1993-02-03,0.0
John Jarvis,0,2,0,2,1991-08-17,0.0
Brett Lally,0,1,0,1,1991-08-17,0.0
Joon Huh,0,1,0,0,,
James Warring,3,1,2,0,,
James Pritchard,0,1,0,1,1991-09-07,0.0
Jacob Matlala,7,3,2,2,1991-09-07,70.0
Cesar Soto,1,3,0,0,,
Eloy Rojas,7,2,2,1,1996-05-18,0.0
Dennis Milton,0,1,0,1,1991-09-14,0.0
Jeff Malcolm,0,1,0,0,,
Joichiro Tatsuyoshi,4,6,1,4,1992-09-17,33.33333333333333
Fernie Morales,0,1,0,0,,
Glenwood Brown,0,2,0,0,,
Francesco Dell'Aquila,0,1,0,1,1991-10-12,0.0
Tommy Morrison,2,2,0,2,1991-10-18,50.0
Andy Tabanas,0,3,0,2,1995-04-01,0.0
Alberto Jimenez,5,2,3,1,1996-12-13,0.0
Tim Driscoll,0,1,0,0,,
Donnell Wingfield,0,1,0,1,1991-11-15,0.0
Tom Johnson,12,2,4,1,1997-02-08,0.0
Gerald McClellan,5,1,5,1,1995-02-25,0.0
Gilbert Baptist,0,2,0,1,1994-03-04,0.0
Genaro Hernandez,12,2,4,0,,
Bert Cooper,0,2,0,2,1991-11-23,0.0
Vincenzo Nardiello,1,4,0,4,1991-12-13,20.0
Jorge Castro,5,4,3,1,2000-12-16,0.0
Armando Castro,0,3,0,0,,
Torsak Pongsupa,0,1,0,1,1991-12-22,0.0
Anthony Hembrick,0,2,0,0,,
Seiji Asakawa,0,2,0,2,1992-01-25,0.0
Domingo Sosa,0,3,0,2,1993-10-30,0.0
Juan Carlos Gimenez,0,4,0,0,,
Dave Tiberi,0,1,0,0,,
Carlos Mercado,0,2,0,1,1993-08-21,0.0
Marcos Pacheco,0,1,0,0,,
Ismael Negron,0,1,0,1,1992-02-15,0.0
Yuichi Hosono,0,3,0,2,1992-02-22,0.0
Jackie Gunguluza,0,1,0,1,1992-02-22,0.0
Jose Quirino,1,1,0,0,,
Carl Daniels,1,4,0,2,1992-02-22,20.0
Felix Naranjo,0,2,0,2,1992-02-23,0.0
Omar Catari,0,1,0,0,,
Eddie Cook,1,1,1,0,,
Pat Clinton,2,1,0,1,1993-05-15,0.0
Jon Penalosa,0,1,0,1,1992-03-24,0.0
Noel Tunacao,0,2,0,1,2005-04-30,0.0
Angel Hernandez,0,3,0,2,1992-04-09,0.0
Ron Collins,0,1,0,1,1992-04-10,0.0
Katsuya Onizuka,6,1,1,1,1994-09-18,0.0
Francisco Alvarez,0,2,0,0,,
Koji Matsumoto,0,3,0,2,1992-04-25,0.0
Rafael del Valle,3,2,2,0,,
Johnny Nelson,13,1,5,0,,
Colin McMillan,1,2,0,1,1992-09-26,0.0
Clarence Coleman,0,1,0,1,1992-05-22,0.0
Kwang Sun Kim,0,2,0,2,1992-06-07,0.0
Pat Lawlor,0,1,0,0,,
Andrey Rudenko,0,1,0,1,1992-06-13,0.0
Chil Sung Jun,0,1,0,1,1992-06-13,0.0
Rommel Lawas,0,1,0,1,1992-06-13,0.0
Said Iskandar,0,1,0,1,1992-06-14,0.0
Yuri Arbachakov,10,1,4,0,,
Tracy Harris Patterson,5,3,3,0,,
Freddy Cruz,0,2,0,0,,
Carlos Gonzalez,5,2,5,1,1999-05-15,0.0
Armando Salazar,0,1,0,1,1992-07-04,0.0
Fabrizio Cappai,0,1,0,0,,
Derek Angol,0,1,0,1,1992-07-25,0.0
Pat Barrett,0,1,0,0,,
Alfred Cole,6,0,1,0,,
Josue Camacho,2,1,1,0,,
Eddie Vallejo,0,1,0,1,1992-07-31,0.0
Thomas Tate,0,4,0,1,1994-05-27,0.0
Singprasert Kittikasem,0,1,0,1,1992-08-22,0.0
Fernando Caicedo,0,1,0,1,1992-08-22,0.0
Miguel Angel Gonzalez,11,4,4,1,1999-08-21,0.0
Wilfrido Rocha,0,2,0,2,1992-08-24,0.0
Giovanni Nieves,0,1,0,0,,
Jimmi Bredahl,2,1,0,0,,
Johnny Bredahl,8,2,1,1,1995-12-02,66.66666666666666
Manny Melchor,1,3,0,1,1993-12-18,0.0
Morris East,1,1,1,1,1993-01-12,0.0
Samuel Duran,0,1,0,0,,
Danny Porter,0,1,0,0,,
Tony Thornton,0,3,0,1,1995-09-30,0.0
Giovanni Parisi,8,3,4,2,1998-05-29,0.0
Francisco Javier Altamirano,0,1,0,1,1992-09-25,0.0
Aquiles Guzman,1,4,0,1,1995-11-25,0.0
Ralf Rocchigiani,7,2,3,0,,
Jorge Eliecer Julio,6,3,1,1,2002-06-08,0.0
Rocky Lin,0,1,0,1,1992-10-11,0.0
Andrew Maynard,0,1,0,0,,
Yoon Un Jin,0,1,0,0,,
Moussa Sangare,0,1,0,0,,
Lamar Parks,0,1,0,0,,
Crisanto Espana,3,1,2,1,1994-06-04,0.0
Lorenzo Smith,0,2,0,1,1992-11-09,0.0
Riddick Bowe,5,1,4,0,,
Yuji Watanabe,0,2,0,2,1992-11-20,0.0
Pichit Sithbanprachan,6,0,4,0,,
Kennedy McKinney,7,4,4,2,1996-02-03,25.0
Ratanapol Sor Vorapin,21,3,17,2,1997-12-27,0.0
Robinson Cuesta,0,1,0,1,1992-12-12,0.0
Nicky Piper,0,3,0,2,1992-12-12,0.0
Rafael Ortiz,0,1,0,1,1992-12-14,0.0
Ever Beleno,0,2,0,1,1996-03-02,0.0
Michele Mastrodonato,0,1,0,1,1992-12-19,0.0
Julio Cesar Vasquez,12,2,5,1,1996-08-21,0.0
Hitoshi Kamiyama,0,1,0,1,1992-12-21,0.0
Tracy Spann,0,1,0,0,,
Julio Cesar Borboa,6,2,5,0,,
Ki Yun Song,0,1,0,1,1993-01-19,0.0
Dadoy Andujar,0,1,0,0,,
Kwang Soo Oh,0,1,0,1,1993-01-31,0.0
Chana Porpaoin,10,2,2,0,,
Markus Bott,1,2,0,0,,
Francisco Segura,0,2,0,1,1993-02-13,0.0
Adolpho Washington,1,3,0,0,,
Gabriel Ruelas,3,3,1,2,1995-12-01,0.0
Aquilino Asprilla,0,1,0,1,1993-02-22,0.0
Uriah Grant,1,3,0,0,,
Antonio Perez,0,2,0,2,1993-03-06,0.0
Thanomchit Kiatkriengkrai,0,1,0,1,1993-03-20,0.0
Henry Maske,11,1,1,0,,
Rafael Caban,0,1,0,0,,
Clarence Adams,3,2,1,0,,
Byun Jung-il,2,2,0,1,1994-07-31,0.0
Fabrice Tiozzo,9,2,5,1,2000-12-09,66.66666666666666
Michael Ayers,0,1,0,0,,
Steve Robinson,8,1,4,1,1995-09-30,0.0
John Davison,0,1,0,0,,
Richard Duran,0,2,0,0,,
Crawford Ashley,0,2,0,1,1993-04-23,0.0
Javier Castillejo,7,3,5,0,,
Hector Lopez,0,3,0,1,1999-12-11,0.0
Gregorio Vargas,1,3,1,0,,
Wayne Harris,0,1,0,0,,
Lennox Lewis,15,2,10,2,1994-09-24,85.71428571428571
Carlos Murillo,2,5,1,1,1998-08-29,0.0
Paul Weir,4,3,1,1,1996-04-13,0.0
Charles Murray,3,1,0,0,,
Rodney Moore,0,3,0,1,1994-12-10,0.0
Jae Shin Lim,0,1,0,0,,
Jesse Ferguson,0,1,0,1,1993-05-22,0.0
Roy Jones Jr,22,5,11,2,2004-05-15,0.0
Bernard Hopkins,26,6,11,0,,
Joel Luna Zarate,0,3,0,0,,
Josefino Suarez,0,2,0,1,1994-04-16,0.0
Zack Padilla,5,0,2,0,,
Daniel Jimenez,7,3,2,1,1998-04-03,0.0
Felix Trinidad,20,1,15,1,2001-09-29,0.0
Hiroyuki Yoshino,0,1,0,1,1993-06-23,0.0
Lou Gent,0,1,0,1,1993-06-26,0.0
Ala Villamor,0,2,0,2,1993-06-27,0.0
Saman Sorjaturong,11,3,8,2,1993-07-03,78.57142857142857
Ricardo Vargas,0,2,0,0,,
Sean Murphy,0,1,0,1,1993-07-10,0.0
Alejandro Ugueto,0,1,0,0,,
Ysaias Zamudio,0,2,0,1,1999-07-31,0.0
Rudy Zavala,0,1,0,1,1993-07-17,0.0
Jay Bell,0,1,0,1,1993-08-06,0.0
David Sample,0,1,0,0,,
Jose Rafael Barboza,0,2,0,0,,
Ronnie Magramo,0,2,0,0,,
Tim Tomashek,0,1,0,0,,
Tae Shik Jun,0,1,0,0,,
Joe Gatti,0,2,0,2,1993-09-10,0.0
Renato Cornett,0,2,0,1,1999-12-17,0.0
Hugo Antonio Corti,0,1,0,1,1993-09-18,0.0
Toto Pongsawang,0,1,0,1,1993-09-19,0.0
Guillermo Cruz,0,1,0,1,1993-09-24,0.0
Domingus Siwalette,0,1,0,1,1993-09-26,0.0
Andrea Magi,0,3,0,1,1998-03-20,0.0
Miguel Martinez,0,3,0,3,1993-10-03,0.0
Alvaro Mercado,0,1,0,0,,
Donovan Boucher,0,1,0,1,1993-10-09,0.0
Harold Warren,0,2,0,0,,
Akim Tafer,0,2,0,0,,
Eamonn Loughran,5,1,1,1,1996-04-13,0.0
Shiro Yahiro,0,3,0,2,1993-10-21,0.0
Junior Jones,4,4,0,4,1994-04-22,33.33333333333333
Anthony Stephens,0,3,0,2,1993-10-23,0.0
Lindi Memani,0,1,0,0,,
Michael Bentt,1,1,1,1,1994-03-19,0.0
Felix Garcia Losada,0,2,0,1,1993-10-29,0.0
Eduardo Nazario,0,2,0,0,,
Orzubek Nazarov,7,1,4,0,,
Verno Phillips,6,2,2,0,,
Orlin Norris,5,1,3,1,1995-07-22,0.0
Marcelo Victor Figueroa,0,1,0,1,1993-11-06,0.0
Saul Montana,0,2,0,2,1993-11-09,0.0
Jose Luis Bueno,1,4,0,1,1998-05-16,0.0
Hiroaki Yokota,0,1,0,0,,
Efrem Calamati,0,1,0,1,1993-11-19,0.0
Juvenal Berrio,0,2,0,0,,
Stephane Haccoun,0,1,0,1,1993-11-30,0.0
Kevin Kelley,3,3,1,2,1997-12-19,0.0
Luigi Camputaro,0,1,0,0,,
Nam Hoon Cha,0,1,0,0,,
Ray Oliveira,0,2,0,0,,
Eder Gonzalez,0,2,0,2,1993-12-17,0.0
Andy Holligan,0,1,0,0,,
Merqui Sosa,0,1,0,0,,
Alex Sanchez,7,5,4,3,1997-08-23,0.0
Orlando Malone,0,1,0,1,1993-12-22,0.0
Yasuei Yakushiji,5,1,2,0,,
Arturo Mayan,0,1,0,1,1994-01-07,0.0
Floyd Havard,0,1,0,0,,
Juan Ramon Medina,0,2,0,0,,
Alessandro Duran,0,1,0,0,,
Arthur Johnson,0,4,0,1,1998-02-22,0.0
Frankie Randall,5,3,1,1,1997-01-11,0.0
Jorge Ramirez,0,1,0,1,1994-01-31,0.0
Juan Antonio Torres,0,1,0,1,1994-02-05,0.0
Mark Cameron,0,1,0,1,1994-02-09,0.0
Orlando Soto,0,3,0,2,1996-05-11,0.0
Somchai Chertchai,10,1,2,0,,
Jake Rodriguez,3,2,0,2,1995-01-28,0.0
Rafael Ruelas,3,1,1,1,1995-05-06,0.0
Jose Rincones,0,1,0,1,1994-02-19,0.0
Henry Wharton,0,3,0,0,,
Yuichi Kasai,0,3,0,2,1994-03-02,0.0
Arthur Williams,1,3,1,2,1994-07-02,33.33333333333333
Armand Picar,0,1,0,1,1994-03-04,0.0
Oscar De La Hoya,24,5,13,1,2004-09-18,33.33333333333333
Tim Littles,0,2,0,2,1994-03-05,0.0
Herbie Hide,4,2,4,2,1995-03-11,60.0
Ernesto Magdaleno,0,1,0,1,1994-03-26,0.0
Jean Baptiste Mendy,3,4,0,2,1994-03-29,42.857142857142854
Seung Koo Lee,0,3,0,1,1997-06-14,0.0
Ricardo Raul Nunez,0,1,0,0,,
Santos Cardona,0,5,0,1,1996-03-01,0.0
Harold Miller,0,2,0,2,1994-04-18,0.0
John Michael Johnson,1,2,1,0,,
Jorge Luis Roman,0,1,0,1,1994-04-25,0.0
Hiroshi Kawashima,7,1,2,0,,
Phil Jackson,0,1,0,1,1994-05-06,0.0
Kermin Guardia,4,3,0,2,1996-03-30,66.66666666666666
Jesse James Leija,1,6,0,2,1996-06-01,0.0
Jose Luis Zepeda,0,3,0,2,1995-02-18,0.0
Roger Espanola,0,1,0,1,1994-05-14,0.0
Jaji Sibali,0,2,0,2,1994-05-21,0.0
Ray Close,0,1,0,0,,
Akhmet Dottuev,0,1,0,1,1994-05-21,0.0
Mike Evgen,0,1,0,1,1994-05-27,0.0
Giorgio Campanella,0,3,0,2,1994-05-27,0.0
Ike Quartey,7,2,6,0,,
Benny Amparo,0,1,0,1,1994-06-11,0.0
Francis Ampofo,0,1,0,0,,
Cristobal Pascual,0,1,0,0,,
Jae Won Choi,0,1,0,1,1994-07-02,0.0
Mauricio Amaral,0,2,0,0,,
Daorung Chuwatana,4,2,0,1,1997-06-21,0.0
Nate Miller,5,2,4,0,,
Jaime Llanes,0,1,0,1,1994-07-25,0.0
Alfred Kotey,3,1,1,0,,
Hugo Rafael Soto,1,3,0,2,1994-08-01,25.0
Leavander Johnson,1,4,1,4,1994-08-06,20.0
Frankie Liles,8,1,3,1,1999-06-12,0.0
Carlos Juan Rodriguez,0,1,0,1,1994-08-13,0.0
Marcelino Bolivar,0,1,0,1,1994-08-20,0.0
Vuyani Bungu,14,1,1,1,2000-03-11,0.0
Winky Wright,11,4,2,0,,
Hector Acero Sanchez,2,1,0,0,,
George Scott,0,2,0,0,,
Sam Storey,0,1,0,1,1994-08-27,0.0
Harold Grey,5,2,0,1,1996-08-24,0.0
Keum Young Kang,0,1,0,0,,
Harald Geier,0,1,0,1,1994-09-03,0.0
Juan Domingo Cordoba,2,3,0,1,2001-05-25,0.0
Dariusz Michalczewski,25,2,17,1,2005-02-26,0.0
Oscar Andrade,0,2,0,2,1994-09-10,0.0
Surachai Saengmorakot,0,1,0,1,1994-09-17,0.0
Vincent Pettway,2,2,2,2,1995-08-12,0.0
Luis Ramon Campas,4,5,2,3,1994-09-17,44.44444444444444
Lee Hyung-Chul,2,2,2,2,1995-07-22,0.0
Jose Vida Ramos,0,2,0,2,1994-09-24,0.0
Oliver McCall,2,2,1,1,1997-02-07,0.0
Regilio Tuur,7,0,2,0,,
Eugene Speed,0,1,0,0,,
Sompoch Harnvichachai,6,2,1,2,1994-10-09,75.0
Johnny Tapia,17,2,5,0,,
Henry Martinez,0,1,0,1,1994-10-12,0.0
Sergio Reyes,0,1,0,0,,
Dan Schommer,0,1,0,0,,
Alex Ramos,0,1,0,1,1994-11-05,0.0
Manuel Jesus Herrera,0,3,0,1,1997-12-13,0.0
Tony Marshall,0,2,0,0,,
James Heath,0,2,0,2,1994-11-12,0.0
Carlos Alberto Rodriguez,0,1,0,1,1994-11-12,0.0
Jimmy Garcia,0,2,0,1,1995-05-06,0.0
Carl Griffith,0,1,0,1,1994-11-18,0.0
Felix Camacho,0,1,0,0,,
In Shik Go,0,1,0,0,,
Paul Oulden,0,1,0,0,,
Wilson Rodriguez,0,2,0,2,1994-11-26,0.0
Marcelo Dominguez,3,4,2,0,,
John Avila,0,1,0,1,1994-12-10,0.0
Oba Carr,0,3,0,2,1994-12-10,0.0
Danny Nunez,0,1,0,1,1994-12-25,0.0
Alejandro Gonzalez,3,3,1,1,1996-03-01,0.0
Harold Mestre,1,1,0,1,1995-04-29,0.0
Billy Schwer,0,2,0,0,,
Jin Ho Kim,0,1,0,0,,
Rafael Orozco,0,1,0,0,,
Freddie Liberatore,0,1,0,0,,
Kostya Tszyu,14,2,8,1,1997-05-31,81.81818181818183
Oscar Arciniega,0,2,0,1,2000-12-05,0.0
Domingo Nicolas Damigella,0,1,0,0,,
Jose Rafael Sosa,0,3,0,1,2000-08-19,0.0
Egerton Marcus,0,1,0,0,,
Drew Docherty,0,2,0,1,1995-02-17,0.0
Fidel Avendano,0,1,0,1,1995-02-20,0.0
Carl Jones,0,1,0,1,1995-02-25,0.0
Jerry Pahayahay,0,1,0,1,1995-02-25,0.0
Tomonori Tamura,0,1,0,1,1995-02-25,0.0
Mohammad Nurhuda,0,1,0,0,,
Jung Oh Park,0,1,0,1,1995-03-04,0.0
Tony Pep,0,1,0,0,,
Roberto Dominguez,0,1,0,1,1995-03-11,0.0
Agostino Cardamone,0,1,0,0,,
Orlando Tobon,0,1,0,0,,
Jesus Zuniga,0,1,0,1,1995-03-31,0.0
Marco Antonio Barrera,23,5,10,1,2003-11-15,71.42857142857143
Cuauhtemoc Gomez,0,1,0,0,,
Ric Magramo,0,1,0,0,,
Bruce Seldon,2,1,1,1,1996-09-07,0.0
Roger Turner,0,1,0,1,1995-04-08,0.0
Danny Romero Jr,5,3,4,0,,
Axel Schulz,0,2,0,0,,
Eddie Hopson,1,1,1,1,1995-07-09,0.0
Moises Pedroza,0,1,0,1,1995-04-22,0.0
Ricardo Daniel Silva,0,1,0,0,,
Mbulelo Botile,7,2,3,0,,
Segundo Mercado,0,2,0,2,1995-04-29,0.0
Victor Llerena,0,2,0,0,,
Evangelio Perez,0,2,0,0,,
Antonio Cermeno,10,2,3,0,,
Won Park,0,1,0,1,1995-05-15,0.0
Lonnie Bradley,6,0,4,0,,
David Mendez,0,1,0,1,1995-05-19,0.0
Paul Carlo,0,1,0,1,1995-05-20,0.0
Oscar Alfonso Flores,0,1,0,1,1995-05-20,0.0
Anthony Andrews,0,1,0,1,1995-05-27,0.0
Frederic Seillier,0,2,0,2,1995-05-27,0.0
Eddie Croft,0,3,0,2,1995-11-04,0.0
Tony Green,0,1,0,1,1995-06-02,0.0
Marty Jakubowski,0,3,0,1,1997-07-05,0.0
Frankie Toledo,1,2,0,2,1995-06-02,33.33333333333333
Carl Thompson,3,2,0,2,1995-06-10,60.0
Julio Cesar Green,1,4,0,2,1999-09-24,0.0
Robbie Regan,1,1,0,0,,
Jorge Luis Gonzalez,0,1,0,1,1995-06-17,0.0
Pete Taliaferro,0,2,0,1,1995-06-17,0.0
Sammy Stewart,0,2,0,1,1996-10-11,0.0
Pedro Ferradas,0,1,0,1,1995-07-07,0.0
Dario Victor Galindez,0,1,0,1,1995-07-15,0.0
Maui Diaz,0,1,0,1,1995-07-15,0.0
Alimi Goitia,4,1,4,1,1996-08-24,0.0
Tomas Rivera,0,2,0,1,1996-10-12,0.0
Wayne McCullough,3,6,1,0,,
Ernesto Rubillar,0,1,0,1,1995-08-06,0.0
Paul Vaden,1,2,1,1,1997-12-05,0.0
Nobutoshi Hiranaka,0,2,0,1,1996-11-02,0.0
Joe Hipp,0,1,0,1,1995-08-19,0.0
Everardo Armenta Jr,0,1,0,1,1995-08-19,0.0
Phillip Holiday,7,1,2,0,,
Miguel Julio,0,1,0,0,,
Lamar Murphy,0,2,0,0,,
Quincy Taylor,1,1,1,1,1996-03-16,0.0
Agapito Sanchez,1,2,1,1,2004-02-26,0.0
Andrew Murray,0,1,0,1,1995-08-23,0.0
Gary Jacobs,0,1,0,0,,
Tony Gannarelli,0,1,0,1,1995-08-26,0.0
Drake Thadzi,0,2,0,1,1998-12-12,0.0
Daniel Perez,0,1,0,1,1995-09-02,0.0
Keiji Yamaguchi,2,4,0,2,1996-12-03,0.0
David Kamau,0,2,0,1,1997-06-14,0.0
David Gonzalez,0,1,0,1,1995-09-16,0.0
Veeraphol Sahaprom,14,3,6,2,1996-01-28,81.25
Chatchai Sasakul,3,3,1,2,1998-12-04,0.0
Laureano Ramirez,0,1,0,0,,
Marc Randazzo,0,1,0,0,,
Naseem Hamed,16,0,14,0,,
Philippe Michel,0,1,0,0,,
Angel Beltre,0,1,0,0,,
Zolile Mbityi,0,1,0,1,1995-10-09,0.0
Choi Yong-soo ,7,2,3,0,,
Victor Hugo Paz,0,1,0,1,1995-10-21,0.0
Jack Russell,0,1,0,1,1995-10-29,0.0
Rocky Martinez,0,3,0,1,2002-01-05,0.0
Boy Aruan,0,1,0,1,1995-11-08,0.0
Dindo Canoy,0,1,0,0,,
Larry Barnes,0,2,0,1,1995-11-18,0.0
Paul Jones,1,0,0,0,,
Reynaldo Hurtado,0,1,0,1,1995-11-25,0.0
Dan Ward,0,1,0,1,1995-11-25,0.0
Cornelius Carr,0,1,0,0,,
Rosendo Alvarez,9,2,4,0,,
Jose Badillo,0,2,0,1,1997-10-11,0.0
Arturo Gatti,7,2,4,1,2006-07-22,0.0
Shinji Takehara,1,1,0,1,1996-06-24,0.0
Osvaldo Guerrero,0,1,0,1,1995-12-30,0.0
Reinaldo Gimenez,0,1,0,1,1996-01-13,0.0
Eric Lucas,4,4,2,1,2006-01-14,0.0
Young Soon Jang,0,2,0,1,1998-05-01,0.0
Hugo Pineda,0,2,0,2,1996-01-20,0.0
Johnny Lewus,0,1,0,0,,
Miguel Arrozal,0,1,0,0,,
Steve Frank,0,1,0,1,1996-01-27,0.0
Yamato Mitani,0,2,0,0,,
Jorge Luis Vado,0,1,0,1,1996-01-27,0.0
Giovanni Andrade,0,1,0,1,1996-02-03,0.0
Raul Juarez,0,3,0,1,1996-08-05,0.0
Randy Smith,0,1,0,1,1996-02-06,0.0
Antonello Melis,0,1,0,1,1996-02-10,0.0
Duran Williams,0,1,0,0,,
John Lark,0,1,0,1,1996-02-17,0.0
Bronco McKart,1,3,1,0,,
Neville Brown,0,1,0,1,1996-03-09,0.0
Jose Garcia Bernal,0,2,0,1,1996-03-15,0.0
Jay Snyder,0,1,0,1,1996-03-16,0.0
Said Lawal,0,1,0,1,1996-03-16,0.0
Joe Lipsey,0,1,0,1,1996-03-16,0.0
Keith Holmes,6,2,5,0,,
Lee Sandoval,0,1,0,1,1996-03-16,0.0
Brian LaSpada,0,1,0,0,,
Yober Ortega,1,2,1,0,,
Narciso Valenzuela Romo,0,1,0,0,,
Ancee Gedeon,0,1,0,1,1996-04-02,0.0
Asluddin Umarov,0,1,0,1,1996-04-06,0.0
Vince Phillips,4,2,4,2,1996-04-12,66.66666666666666
Wilfredo Rivera,0,3,0,1,1997-12-06,0.0
Artur Grigorian,18,1,11,0,,
Jose Luis Lopez,2,1,1,0,,
Adrianus Taroreh,0,1,0,1,1996-04-15,0.0
Pablo Osuna,0,1,0,1,1996-04-15,0.0
Lou Del Valle,1,3,1,0,,
Claudio Victor Martinet,0,1,0,1,1996-04-27,0.0
Joma Gamboa,1,6,0,2,1996-04-27,14.285714285714285
Cecilio Espino,0,2,0,1,1997-06-01,0.0
Satoshi Iida,3,2,0,1,1996-04-29,60.0
Mark Johnson,12,1,6,1,2004-09-25,0.0
Lonny Beasley,0,1,0,0,,
Jun Arlos,0,1,0,0,,
Corey Johnson,0,1,0,1,1996-05-24,0.0
John Scully,0,1,0,0,,
Jose Lopez,1,5,0,0,,
Ivan Alvarez,0,2,0,1,1996-06-07,0.0
Daniel Alicea,0,1,0,1,1996-06-08,0.0
Christophe Girard,0,3,0,2,1996-12-13,0.0
William Joppy,11,5,7,3,2001-05-12,33.33333333333333
Marlon Arlos,0,1,0,0,,
Henry Akinwande,3,1,2,0,,
Jeremy Williams,0,1,0,1,1996-06-29,0.0
Kitichai Preecha,0,1,0,1,1996-06-29,0.0
Patrice Aouissi,0,1,0,1,1996-07-05,0.0
Jun Orhaliza,0,1,0,1,1996-07-13,0.0
William Bo James,0,1,0,1,1996-07-16,0.0
Tsuyoshi Harada,0,1,0,1,1996-07-20,0.0
Laurent Boudouani,4,1,2,0,,
Yokthai Sithoar,4,2,2,1,2000-04-23,0.0
Puma Toguchi,0,1,0,1,1996-08-26,0.0
Torsten May,0,1,0,0,,
Ramon Guzman,0,1,0,0,,
Alex Rios,0,1,0,1,1996-09-07,0.0
